X,Y,Z
553.6855,123.6835,175.384
553.7059,123.6832,175.3778
553.7269,123.6829,175.3714
553.7453,123.6826,175.3658
553.7648,123.6826,175.3596
553.7856,123.6826,175.3531
553.8018,123.6821,175.3481
553.8224,123.6815,175.3416
553.8379,123.681,175.3367
553.8556,123.6805,175.3312
553.8806,123.6805,175.3235
553.9047,123.6803,175.3161
553.9268,123.6798,175.3094
553.9504,123.6794,175.3022
553.9761,123.6788,175.2943
553.9921,123.6785,175.2893
554.0128,123.6782,175.283
554.035,123.6779,175.276
554.0545,123.678,175.27
554.0747,123.6778,175.2638
554.0951,123.6774,175.2576
554.114,123.6768,175.2519
554.1312,123.6761,175.2467
554.151,123.6753,175.2407
554.1697,123.6745,175.235
554.192,123.6736,175.2284
554.2171,123.6727,175.2212
554.2414,123.6716,175.214
554.264,123.6706,175.2073
554.2911,123.6704,175.1988
554.3094,123.6703,175.1931
554.3347,123.6703,175.1853
554.3568,123.67,175.1784
554.3804,123.6693,175.1712
554.4028,123.6689,175.1643
554.4252,123.6687,175.1573
554.4452,123.6684,175.151
554.4642,123.668,175.1452
554.4847,123.6675,175.1388
554.5032,123.6672,175.133
554.5303,123.6673,175.1247
554.558,123.6674,175.1161
554.582,123.6676,175.1087
554.6066,123.6673,175.1011
554.6319,123.6668,175.0932
554.653,123.6672,175.0864
554.6746,123.6677,175.0793
554.6965,123.6683,175.0719
554.7175,123.6687,175.0651
554.7403,123.6689,175.0576
554.7626,123.6691,175.0503
554.7831,123.6692,175.0436
554.801,123.6693,175.0377
554.8209,123.6694,175.0311
554.8406,123.6694,175.0247
554.8574,123.6694,175.0192
554.881,123.669,175.012
554.9058,123.6685,175.0043
554.9296,123.6681,174.997
554.9545,123.6677,174.9892
554.9781,123.6678,174.9817
555.0034,123.6678,174.9738
555.0255,123.6679,174.9668
555.0434,123.6679,174.9611
555.0651,123.6678,174.9543
555.0837,123.6678,174.9484
555.1033,123.6677,174.9422
555.123,123.6677,174.9359
555.1415,123.6677,174.9301
555.16,123.6677,174.924
555.1764,123.6676,174.9188
555.1989,123.6676,174.9118
555.2235,123.6676,174.9042
555.2459,123.6677,174.897
555.27,123.6677,174.8893
555.2899,123.6678,174.8829
555.3115,123.6678,174.876
555.3333,123.6679,174.8688
555.3527,123.6681,174.8625
555.3734,123.6678,174.8557
555.3936,123.6676,174.8492
555.4131,123.6677,174.8427
555.4316,123.6679,174.8364
555.4489,123.668,174.8306
555.468,123.6681,174.8241
555.4864,123.6679,174.8181
555.5049,123.6677,174.8121
555.5275,123.6679,174.805
555.5519,123.6681,174.7973
555.5729,123.6683,174.7907
555.598,123.6685,174.7826
555.6177,123.6687,174.7763
555.6396,123.6688,174.7694
555.6611,123.669,174.7625
555.6801,123.6691,174.7564
555.7002,123.6692,174.7499
555.7208,123.6694,174.7431
555.7405,123.6699,174.7366
555.7592,123.6703,174.7304
555.7783,123.6708,174.7241
555.797,123.6714,174.7177
555.813,123.6718,174.7123
555.8325,123.6724,174.7056
555.8481,123.6729,174.7004
555.868,123.6734,174.6938
555.8889,123.674,174.687
555.9124,123.6747,174.6794
555.933,123.6754,174.6726
555.9551,123.6759,174.6652
555.9756,123.6763,174.6586
556.0049,123.6766,174.6489
556.0207,123.6767,174.6437
556.0363,123.6768,174.6386
556.057,123.6769,174.6317
556.0767,123.677,174.625
556.0961,123.677,174.6186
556.1152,123.677,174.6121
556.1329,123.677,174.6062
556.1514,123.6769,174.5999
556.1694,123.6769,174.5938
556.1921,123.6772,174.5863
556.2145,123.6778,174.5789
556.2389,123.6785,174.5707
556.2602,123.6791,174.5637
556.2834,123.6799,174.5559
556.3044,123.6806,174.5489
556.328,123.6815,174.541
556.3498,123.6823,174.5336
556.369,123.6825,174.5273
556.3928,123.6828,174.5194
556.4139,123.683,174.5124
556.4355,123.6831,174.5052
556.4557,123.6832,174.4984
556.475,123.6833,174.4919
556.4926,123.6833,174.4861
556.5172,123.6834,174.478
556.5432,123.6834,174.4696
556.5661,123.6837,174.4621
556.5919,123.6841,174.4536
556.6153,123.6849,174.4458
556.6398,123.6857,174.4378
556.6605,123.6865,174.431
556.6823,123.687,174.4239
556.7032,123.6873,174.4171
556.7245,123.6873,174.4102
556.7443,123.6872,174.4039
556.7634,123.6871,174.3978
556.7837,123.6871,174.3913
556.802,123.6873,174.3853
556.8239,123.6875,174.3781
556.8531,123.6878,174.3689
556.8755,123.688,174.3617
556.9011,123.6882,174.3535
556.9239,123.6884,174.346
556.9442,123.6886,174.3395
556.9673,123.6891,174.3318
556.9869,123.6895,174.3253
557.0063,123.69,174.3189
557.028,123.6905,174.3118
557.0481,123.691,174.305
557.0687,123.6914,174.2982
557.0864,123.6918,174.2923
557.1052,123.6921,174.2861
557.1234,123.6931,174.28
557.142,123.694,174.2737
557.1595,123.695,174.2677
557.179,123.6959,174.2612
557.2046,123.6969,174.2531
557.2277,123.6977,174.2458
557.2504,123.6987,174.2385
557.2723,123.6993,174.2314
557.293,123.6996,174.2249
557.3142,123.6999,174.218
557.3328,123.7002,174.2121
557.3545,123.7004,174.2052
557.3731,123.7006,174.1991
557.3942,123.7008,174.1924
557.4125,123.701,174.1864
557.4312,123.7011,174.1803
557.4485,123.7012,174.1747
557.4663,123.7017,174.1687
557.4828,123.7022,174.1632
557.5029,123.703,174.1566
557.527,123.7038,174.1489
557.5474,123.7043,174.1424
557.5699,123.7048,174.1352
557.5921,123.7053,174.1281
557.61,123.7058,174.1223
557.6317,123.7064,174.1154
557.6515,123.707,174.1091
557.6715,123.7072,174.1027
557.6901,123.7072,174.0969
557.7103,123.7074,174.0904
557.7268,123.7076,174.085
557.7471,123.708,174.0783
557.7631,123.7082,174.0731
557.7827,123.7087,174.0667
557.7985,123.7092,174.0615
557.8199,123.7098,174.0546
557.843,123.7105,174.0472
557.8681,123.7118,174.0391
557.8876,123.7129,174.0326
557.9101,123.7142,174.0253
557.9314,123.7155,174.0183
557.9527,123.716,174.0115
557.971,123.7163,174.0057
557.9987,123.7168,173.997
558.0134,123.7171,173.9924
558.0306,123.7171,173.9868
558.051,123.7171,173.9804
558.0695,123.7171,173.9745
558.0865,123.7171,173.9691
558.1056,123.7171,173.963
558.1249,123.7172,173.957
558.1495,123.7173,173.9494
558.1746,123.7175,173.9416
558.1996,123.7179,173.9337
558.2203,123.7183,173.9271
558.2444,123.7188,173.9195
558.267,123.7195,173.9122
558.2871,123.7202,173.9058
558.3094,123.7211,173.8987
558.3293,123.722,173.8925
558.3507,123.7229,173.8857
558.3691,123.7236,173.8799
558.3895,123.7244,173.8734
558.4088,123.7252,173.8673
558.4276,123.7256,173.8614
558.4504,123.7262,173.8544
558.4795,123.7269,173.8456
558.5035,123.7272,173.8382
558.5268,123.7274,173.8312
558.5508,123.728,173.8238
558.5742,123.7287,173.8164
558.5957,123.7293,173.8096
558.6189,123.73,173.8023
558.6393,123.7306,173.7959
558.6619,123.7313,173.7888
558.6853,123.7319,173.7814
558.705,123.7325,173.7753
558.7253,123.7332,173.769
558.7463,123.7339,173.7625
558.7625,123.7344,173.7575
558.7856,123.7357,173.7505
558.81,123.7372,173.743
558.8331,123.7386,173.7359
558.8561,123.7401,173.7287
558.8785,123.7416,173.7218
558.9014,123.743,173.7148
558.924,123.7439,173.7079
558.9456,123.7445,173.7012
558.9649,123.7447,173.6954
558.9862,123.7449,173.689
559.0062,123.745,173.6829
559.0236,123.7448,173.6776
559.0427,123.7444,173.6718
559.0613,123.7439,173.6661
559.0796,123.7433,173.6605
559.103,123.7427,173.6535
559.1249,123.742,173.647
559.149,123.7416,173.6398
559.17,123.7412,173.6335
559.1923,123.7408,173.6268
559.2156,123.7405,173.6198
559.2378,123.7407,173.6132
559.2573,123.741,173.6074
559.2778,123.7418,173.6012
559.2983,123.7427,173.5951
559.3181,123.7435,173.5892
559.3372,123.7443,173.5835
559.3552,123.7451,173.5781
559.3748,123.7459,173.5722
559.3915,123.7466,173.5671
559.4103,123.7474,173.5615
559.4266,123.7481,173.5565
559.4437,123.7488,173.5513
559.4689,123.7497,173.5437
559.4884,123.7504,173.5379
559.5127,123.7507,173.5306
559.5325,123.751,173.5247
559.5566,123.7511,173.5175
559.5758,123.7513,173.5116
559.5956,123.7514,173.5057
559.619,123.7515,173.4986
559.6354,123.7518,173.4935
559.6561,123.7522,173.4872
559.6765,123.7523,173.481
559.6955,123.7523,173.4752
559.713,123.7524,173.4698
559.7323,123.7526,173.4638
559.7482,123.7527,173.4589
559.7696,123.7529,173.4524
559.791,123.7532,173.4459
559.8154,123.7535,173.4386
559.8363,123.7538,173.4322
559.8593,123.7542,173.4252
559.8794,123.7546,173.4191
559.9008,123.7552,173.4126
559.9216,123.7559,173.4061
559.9425,123.7567,173.3997
559.9626,123.7573,173.3934
559.9817,123.7578,173.3875
560.001,123.7581,173.3816
560.0192,123.7581,173.376
560.0409,123.7579,173.3695
560.0573,123.7576,173.3647
560.0754,123.757,173.3593
560.0975,123.7562,173.3528
560.1226,123.7553,173.3454
560.1457,123.7548,173.3386
560.1693,123.7545,173.3317
560.1915,123.7542,173.3251
560.2144,123.754,173.3184
560.2367,123.7542,173.3116
560.2593,123.7545,173.3047
560.2806,123.7553,173.2981
560.3023,123.7562,173.2914
560.3258,123.7571,173.2842
560.3475,123.7579,173.2775
560.368,123.7587,173.2712
560.3875,123.7587,173.2654
560.4067,123.7583,173.2598
560.4243,123.7579,173.2545
560.4439,123.7575,173.2488
560.4694,123.757,173.2413
560.4943,123.7566,173.2341
560.5215,123.756,173.2263
560.5442,123.7555,173.2197
560.5707,123.7549,173.2121
560.5934,123.7543,173.2054
560.617,123.7537,173.1985
560.6368,123.7532,173.1928
560.6581,123.7526,173.1867
560.6791,123.752,173.1806
560.699,123.7515,173.1747
560.7202,123.7509,173.1685
560.7417,123.7503,173.1623
560.7607,123.7498,173.1567
560.7807,123.7495,173.1509
560.7997,123.7496,173.1453
560.8236,123.7497,173.1385
560.848,123.7498,173.1314
560.8704,123.7498,173.1248
560.894,123.7499,173.1179
560.9152,123.75,173.1117
560.9371,123.75,173.1053
560.9594,123.7497,173.0987
560.9816,123.7494,173.0923
561.002,123.749,173.0862
561.0255,123.7485,173.0793
561.0454,123.7481,173.0735
561.0649,123.7478,173.0678
561.0861,123.7478,173.0616
561.1048,123.7478,173.0562
561.123,123.7478,173.0509
561.1422,123.7478,173.0452
561.1594,123.7478,173.0402
561.182,123.7479,173.0337
561.2028,123.7479,173.0278
561.2269,123.748,173.021
561.2471,123.7481,173.0153
561.2687,123.7479,173.0092
561.2917,123.7475,173.0028
561.3122,123.7472,172.9971
561.3331,123.7467,172.9913
561.3547,123.746,172.9855
561.3752,123.7452,172.9802
561.3954,123.7445,172.9749
561.4156,123.7437,172.9696
561.4333,123.743,172.9649
561.4524,123.7423,172.9599
561.4724,123.7416,172.9546
561.4895,123.741,172.9501
561.507,123.7406,172.9455
561.525,123.7403,172.9407
561.5489,123.7396,172.9346
561.5706,123.739,172.9291
561.5941,123.7378,172.9232
561.6171,123.7365,172.9174
561.64,123.7351,172.9118
561.6605,123.7338,172.9067
561.6821,123.733,172.9014
561.7036,123.7322,172.8962
561.7272,123.7314,172.8905
561.7464,123.7306,172.8858
561.7675,123.7302,172.8808
561.7887,123.7299,172.8757
561.8104,123.7298,172.8705
561.8297,123.7298,172.8659
561.8498,123.7299,172.861
561.8682,123.7296,172.8566
561.8874,123.7287,172.8522
561.9077,123.7279,172.8475
561.9308,123.7271,172.8422
561.9561,123.7259,172.8364
561.9806,123.7246,172.8308
562.0037,123.7234,172.8255
562.0246,123.7224,172.8208
562.0471,123.7213,172.8157
562.0679,123.7202,172.811
562.0922,123.719,172.8057
562.1111,123.718,172.8015
562.1346,123.7167,172.7964
562.1556,123.7156,172.7919
562.1758,123.7145,172.7875
562.1957,123.7134,172.7833
562.2164,123.7123,172.7789
562.239,123.7111,172.7741
562.2592,123.71,172.7698
562.2782,123.709,172.7658
562.299,123.7079,172.7614
562.3199,123.7068,172.7573
562.3448,123.7056,172.7523
562.3719,123.7047,172.747
562.3958,123.704,172.7423
562.4194,123.7029,172.7378
562.4449,123.7018,172.7329
562.4683,123.7017,172.7286
562.4942,123.7015,172.7239
562.5184,123.7011,172.7195
562.5416,123.7008,172.7153
562.5623,123.7005,172.7116
562.5846,123.7001,172.7076
562.6052,123.6997,172.7039
562.6264,123.6993,172.7001
562.6464,123.6987,172.6964
562.6691,123.6978,172.6923
562.6947,123.6967,172.6878
562.7188,123.6956,172.6836
562.7445,123.6945,172.6792
562.7675,123.6934,172.6752
562.7916,123.6919,172.6711
562.8143,123.6903,172.6674
562.8376,123.6888,172.6635
562.8631,123.687,172.6593
562.8858,123.6849,172.6556
562.9078,123.6829,172.652
562.9315,123.6808,172.6481
562.9531,123.679,172.6445
562.9746,123.6775,172.6409
562.9946,123.676,172.6376
563.0144,123.6746,172.6343
563.0342,123.6731,172.6311
563.0537,123.6717,172.628
563.0726,123.6703,172.6251
563.0927,123.6689,172.6219
563.1145,123.6675,172.6186
563.139,123.666,172.615
563.1635,123.6644,172.6114
563.187,123.6629,172.6079
563.2111,123.6613,172.6043
563.2355,123.6597,172.6008
563.259,123.6582,172.5974
563.283,123.6566,172.5938
563.3051,123.6553,172.5907
563.3271,123.654,172.5876
563.3488,123.6526,172.5846
563.369,123.6514,172.5817
563.39,123.6502,172.5789
563.4111,123.6489,172.576
563.4298,123.6478,172.5735
563.45,123.6463,172.5709
563.4693,123.6446,172.5684
563.4889,123.6429,172.5658
563.5057,123.6414,172.5637
563.5264,123.6396,172.5609
563.5427,123.6382,172.5588
563.5646,123.6364,172.5562
563.5889,123.6345,172.5533
563.6131,123.6328,172.5504
563.6374,123.6313,172.5475
563.6592,123.6303,172.5449
563.6838,123.6293,172.542
563.7075,123.628,172.5393
563.7313,123.6266,172.5365
563.7556,123.6248,172.5338
563.7778,123.6231,172.5312
563.7997,123.6215,172.5288
563.8215,123.6199,172.5264
563.8425,123.6184,172.5242
563.8632,123.617,172.5221
563.8834,123.6156,172.52
563.9021,123.6143,172.5181
563.9204,123.6131,172.5163
563.9401,123.6121,172.5143
563.9577,123.6112,172.5126
563.9827,123.6096,172.5105
564.0083,123.6079,172.5083
564.0331,123.6063,172.5062
564.0609,123.6045,172.5039
564.084,123.6029,172.502
564.1074,123.6014,172.5
564.1329,123.5997,172.4979
564.1555,123.5978,172.4962
564.1781,123.5958,172.4944
564.2004,123.5942,172.4926
564.222,123.5928,172.4908
564.2447,123.5917,172.489
564.2674,123.5907,172.4872
564.2902,123.5897,172.4854
564.3108,123.5888,172.4837
564.3323,123.5879,172.482
564.3585,123.5865,172.4802
564.3832,123.585,172.4786
564.4109,123.5834,172.4767
564.436,123.5818,172.4749
564.4619,123.5797,172.4732
564.4901,123.5774,172.4712
564.5146,123.5754,172.4696
564.5414,123.5732,172.4677
565.0859,123.5366,172.436
565.1016,123.5355,172.4351
565.1493,123.5322,172.4333
565.1681,123.5309,172.4326
565.1873,123.5296,172.432
565.2111,123.5279,172.4313
565.2375,123.526,172.4304
565.2582,123.5244,172.4297
565.2828,123.5226,172.4289
565.3068,123.5208,172.428
565.3286,123.5191,172.4273
565.3498,123.5174,172.4266
565.3738,123.5156,172.4257
565.395,123.5139,172.425
565.4174,123.5122,172.4244
565.437,123.5107,172.4238
565.4592,123.509,172.423
565.4791,123.5075,172.4225
565.4988,123.506,172.422
565.5191,123.5046,172.4214
565.5389,123.5032,172.4208
565.5569,123.5024,172.4203
565.5785,123.5014,172.4197
565.5944,123.5007,172.4192
565.615,123.4998,172.4187
565.6404,123.4987,172.4183
565.6624,123.4977,172.4179
565.687,123.4966,172.4175
565.7104,123.4955,172.417
565.7322,123.4946,172.4166
565.7552,123.4933,172.4161
565.779,123.4914,172.4159
565.8012,123.4897,172.4157
565.8218,123.488,172.4155
565.8445,123.486,172.4154
565.8644,123.484,172.4153
565.8866,123.4817,172.4153
565.9056,123.4797,172.4153
565.9279,123.4774,172.4151
565.9463,123.4755,172.4151
565.9666,123.4733,172.4151
565.9877,123.471,172.4151
566.0069,123.4696,172.4149
566.0264,123.4682,172.4148
566.0542,123.4663,172.415
566.0762,123.4649,172.4151
566.1022,123.4637,172.4152
566.1277,123.4626,172.4153
566.1489,123.4616,172.4154
566.1733,123.4605,172.4154
566.1954,123.4592,172.4155
566.2179,123.4579,172.4156
566.2416,123.4569,172.4157
566.2625,123.456,172.4158
566.2859,123.4549,172.416
566.3054,123.4539,172.4161
566.3264,123.4529,172.4163
566.3472,123.4518,172.4165
566.3681,123.4506,172.4167
566.3938,123.4489,172.417
566.4146,123.4473,172.4172
566.4326,123.446,172.4174
566.4515,123.4447,172.4176
566.4694,123.4437,172.4179
566.4873,123.4427,172.4182
566.5123,123.4415,172.4189
566.5364,123.4403,172.4196
566.561,123.4392,172.4204
566.5851,123.4382,172.4211
566.6086,123.4371,172.4218
566.6323,123.4361,172.4225
566.6534,123.4352,172.4232
566.6754,123.4342,172.4239
566.6984,123.4328,172.4246
566.7209,123.4314,172.4254
566.7408,123.4303,172.4261
566.7631,123.4286,172.4267
566.7855,123.4268,172.4275
566.8068,123.4255,172.4282
566.8279,123.4241,172.4288
566.8473,123.4229,172.4294
566.8696,123.4217,172.4302
566.8987,123.4204,172.4315
566.9306,123.4193,172.4328
566.9657,123.4184,172.4341
567.0011,123.4175,172.4356
567.0408,123.4166,172.4373
567.0807,123.4142,172.4394
567.1159,123.412,172.4413
567.1479,123.4099,172.4432
567.1786,123.4079,172.445
567.2078,123.4061,172.4466
567.234,123.4044,172.4482
567.2577,123.4029,172.4497
567.2855,123.4013,172.4514
567.3167,123.4,172.4536
567.3446,123.3992,172.4555
567.3751,123.3985,172.4575
567.4033,123.3973,172.4595
567.432,123.3961,172.4614
567.4551,123.3951,172.463
567.4799,123.394,172.4647
567.5061,123.3927,172.4665
567.5314,123.3915,172.4683
567.5552,123.3904,172.47
567.5757,123.3894,172.4714
567.5996,123.3882,172.4731
567.6214,123.3871,172.4747
567.6423,123.3862,172.4763
567.6676,123.385,172.4784
567.6921,123.3841,172.4807
567.7197,123.383,172.4831
567.7468,123.382,172.4855
567.7703,123.3812,172.4876
567.7965,123.3803,172.49
567.8215,123.3795,172.4921
567.848,123.3785,172.4944
567.8692,123.3777,172.4963
567.8934,123.3767,172.4985
567.9165,123.3759,172.5006
567.9383,123.3755,172.5025
567.9601,123.3752,172.5043
567.982,123.3749,172.5062
568.0041,123.3746,172.508
568.0239,123.3744,172.5098
568.0472,123.3742,172.5119
568.0746,123.3739,172.5148
568.0991,123.3737,172.5173
568.1249,123.3735,172.52
568.151,123.3735,172.5227
568.1769,123.3736,172.5254
568.2014,123.3731,172.5282
568.2269,123.3726,172.5311
568.2491,123.3721,172.5336
568.2731,123.3716,172.5362
568.2944,123.3712,172.5386
568.3181,123.3709,172.5412
568.3413,123.3708,172.5437
568.3629,123.3707,172.5462
568.3839,123.3705,172.5485
568.4038,123.3702,172.5508
568.4278,123.3698,172.5539
568.4551,123.3694,172.5575
568.4821,123.369,172.561
568.5078,123.3687,172.5644
568.5308,123.3683,172.5674
568.5555,123.3679,172.5708
568.5801,123.3671,172.5742
568.6033,123.3663,172.5773
568.626,123.3656,172.5804
568.6501,123.3654,172.5837
568.6712,123.3655,172.5865
568.6937,123.3655,172.5895
568.7166,123.3655,172.5926
568.7367,123.3652,172.5953
568.7593,123.3649,172.5984
568.7775,123.3646,172.6009
568.8039,123.3644,172.6047
568.8355,123.3641,172.6095
568.8611,123.3638,172.6134
568.8912,123.3638,172.618
568.9183,123.3639,172.6221
568.9512,123.3642,172.6273
568.9781,123.3647,172.6315
569.0079,123.3654,172.6361
569.037,123.366,172.6409
569.0656,123.3667,172.6456
569.0958,123.3675,172.6505
569.127,123.3683,172.6555
569.162,123.3694,172.6617
569.1992,123.3705,172.6681
569.2322,123.3715,172.6738
569.2637,123.3719,172.6792
569.2953,123.3719,172.6846
569.3246,123.3719,172.6897
569.3573,123.3724,172.6951
569.3843,123.3729,172.6996
569.4099,123.3735,172.7038
569.4379,123.3744,172.7086
569.4723,123.3756,172.7149
569.5054,123.3767,172.721
569.5372,123.3778,172.7269
569.5682,123.3792,172.7326
569.5991,123.3806,172.7383
569.6272,123.3818,172.7435
569.655,123.3827,172.7487
569.6838,123.3832,172.7542
569.7123,123.3836,172.7595
569.7388,123.384,172.7645
569.7654,123.3845,172.7697
569.7949,123.3851,172.7758
569.8291,123.3858,172.783
569.8603,123.3865,172.7896
569.8912,123.3872,172.7962
569.9226,123.3878,172.8029
569.9525,123.3887,172.8092
569.9836,123.3904,172.8158
570.0116,123.392,172.8217
570.0402,123.3937,172.8279
570.0695,123.3956,172.8344
570.1056,123.3982,172.8426
570.1422,123.4004,172.851
570.1763,123.4029,172.8587
570.2101,123.4056,172.8664
570.2421,123.4082,172.8736
570.2744,123.4108,172.8811
570.3067,123.4136,172.8886
570.3375,123.4162,172.8957
570.3661,123.4183,172.9024
570.399,123.4206,172.9104
570.4388,123.4234,172.9202
570.4752,123.4258,172.929
570.5129,123.4284,172.938
570.5499,123.4311,172.9468
570.5831,123.4337,172.9548
570.6169,123.4364,172.963
570.6492,123.4391,172.9709
570.6872,123.4423,172.9804
570.7291,123.4462,172.9913
570.7736,123.4507,173.0027
570.8217,123.4557,173.015
570.8561,123.4593,173.024
570.8977,123.4636,173.0349
570.9428,123.4685,173.0467
570.9897,123.4733,173.0593
571.0479,123.4791,173.0755
571.1047,123.485,173.0913
571.1592,123.4908,173.1066
571.2078,123.496,173.1204
571.2766,123.5019,173.1407
571.351,123.5084,173.1627
571.4132,123.5143,173.1812
571.4794,123.5223,173.2011
571.5394,123.5302,173.2193
571.5995,123.5392,173.2374
571.6528,123.5478,173.2535
571.7124,123.5559,173.2723
571.7761,123.5641,173.293
571.8413,123.5715,173.3145
571.8988,123.5782,173.3335
571.9592,123.5856,173.3536
572.0268,123.5926,173.3772
572.1116,123.6018,173.407
572.194,123.6105,173.4367
572.2693,123.6195,173.4648
572.3383,123.6293,173.4916
572.4072,123.6373,173.5204
572.4816,123.6418,173.554
572.5766,123.6447,173.5986
572.6619,123.6519,173.6372
572.7345,123.6532,173.6713
572.8044,123.6516,173.7058
572.8954,123.6496,173.7508
573.0195,123.6481,173.8125
573.1074,123.6501,173.8571
573.2015,123.6556,173.906
573.3047,123.6646,173.9605
573.4209,123.675,174.0243
573.5314,123.6845,174.087
573.6266,123.6932,174.1419
573.7123,123.7005,174.1915
573.8206,123.7098,174.2552
573.9542,123.7224,174.3374
574.0722,123.7356,174.4135
574.1833,123.748,174.4875
574.2822,123.7558,174.557
574.3708,123.7603,174.6213
574.4872,123.7617,174.709
574.6293,123.7563,174.8199
574.7611,123.752,174.9234
574.8855,123.7426,175.0228
574.9946,123.7301,175.1124
575.1373,123.7209,175.2331
575.2958,123.711,175.3769
575.4254,123.7064,175.5043
575.5386,123.7056,175.6213
575.6329,123.7003,175.719
575.7559,123.692,175.8454
575.8979,123.6793,175.9979
576.0201,123.6645,176.1393
576.1265,123.6542,176.2716
576.2203,123.6461,176.3932
576.3577,123.6309,176.5653
576.4958,123.6069,176.7576
576.613,123.5854,176.9421
576.7155,123.5652,177.1108
576.8109,123.5437,177.2655
576.894,123.5244,177.3988
577.0067,123.5022,177.5744
577.1322,123.4783,177.7797
577.2443,123.4515,177.9737
577.3407,123.4272,178.1511
577.4247,123.4029,178.3132
577.5,123.3752,178.467
577.566,123.3503,178.6104
577.6627,123.3244,178.8224
577.7651,123.2915,179.0645
577.8511,123.2581,179.2908
577.922,123.2265,179.4975
577.9796,123.1997,179.6794
578.0284,123.1737,179.848
578.0687,123.1523,179.998
578.1332,123.1274,180.2187
578.1957,123.1033,180.4556
578.2559,123.0853,180.6563
578.3003,123.0785,180.8211
578.3761,123.1033,180.9503
578.4639,123.1184,181.0867
578.5732,123.1318,181.2479
578.6778,123.121,181.4519
578.7395,123.1021,181.6291
578.812,123.0948,181.8507
578.9074,123.1099,181.999
578.9959,123.1264,182.1284
579.0615,123.1277,182.2662
579.1227,123.1004,182.4789
579.2159,123.113,182.6703
579.3571,123.1405,182.809
579.4789,123.151,182.8996
579.5952,123.1673,183.0697
579.7222,123.1882,183.2256
579.8477,123.2238,183.4001
579.9493,123.2668,183.5838
580.014,123.2837,183.7389
580.0989,123.2971,183.9453
580.1859,123.3344,184.1157
580.2795,123.3838,184.3015
580.3636,123.4138,184.4958
580.4495,123.4475,184.6854
580.5328,123.4826,184.8933
580.6199,123.5385,185.0241
580.7036,123.5967,185.1775
580.7781,123.6348,185.3472
580.8452,123.6573,185.4964
580.9281,123.6819,185.6492
581.0278,123.7129,185.8213
581.1403,123.7376,185.998
581.2193,123.7602,186.1184
581.2916,123.8035,186.3149
581.3552,123.8369,186.5112
581.413,123.7698,186.686
581.4774,123.7814,186.7818
581.5222,123.8048,186.9098
581.5335,123.8307,187.0258
581.5869,123.8561,187.1501
581.6426,123.8781,187.2689
581.6783,123.8968,187.375
581.6906,123.9344,187.4748
581.6867,123.9529,187.6475
581.7155,123.9485,187.8159
581.7615,123.9417,187.9956
581.7766,123.9874,188.1765
581.7568,124.0376,188.3954
581.7304,124.07,188.5853
581.6678,124.0524,188.7964
581.6219,124.0864,188.9844
581.5679,124.1221,189.2071
581.5518,124.1662,189.3947
581.5073,124.1837,189.6243
581.4829,124.1945,189.827
581.4579,124.1946,189.9951
581.402,124.1689,190.2146
581.3258,124.1386,190.47
581.2742,124.143,190.6866
581.2324,124.1452,190.8694
581.1624,124.1495,191.1298
581.0876,124.1495,191.3849
581.0201,124.1438,191.605
580.9651,124.1422,191.7914
580.8873,124.1384,192.0139
580.7953,124.1278,192.2526
580.7185,124.124,192.4564
580.6553,124.1163,192.631
580.6087,124.1049,192.7764
580.5296,124.0909,192.9782
580.4568,124.0789,193.1748
580.3878,124.0678,193.3518
580.3256,124.0578,193.4967
580.2733,124.0541,193.6086
580.2084,124.0517,193.7279
580.1268,124.0457,193.8665
580.057,124.0447,193.9869
579.996,124.0441,194.0905
579.9416,124.0444,194.1823
579.8949,124.0434,194.259
579.8516,124.0413,194.3297
579.8,124.0407,194.4117
579.7443,124.039,194.4981
579.6934,124.0364,194.5751
579.6464,124.0352,194.6472
579.6011,124.0336,194.7161
579.5609,124.0317,194.7772
579.5257,124.0311,194.8314
579.4944,124.0305,194.8802
579.4565,124.031,194.9391
579.4172,124.0314,194.999
579.3817,124.0306,195.0519
579.3444,124.0292,195.1063
579.3104,124.0277,195.1552
579.2717,124.0255,195.2087
579.2316,124.0246,195.2646
579.1967,124.0244,195.3142
579.16,124.0239,195.3663
579.1299,124.0231,195.4089
579.0979,124.0207,195.4531
579.0641,124.0193,195.4991
579.027,124.0182,195.5502
578.9937,124.018,195.5985
578.9629,124.0169,195.6429
578.9326,124.0151,195.6864
578.8997,124.0129,195.7321
578.8627,124.0117,195.7847
578.8301,124.0115,195.8331
578.7994,124.0108,195.8796
578.7698,124.0076,195.924
578.743,124.0043,195.9667
578.7115,124.0017,196.016
578.679,123.9988,196.0697
578.6497,123.9959,196.1213
578.6233,123.9911,196.1696
578.5989,123.9854,196.2163
578.5768,123.9795,196.2603
578.5461,123.9734,196.3182
578.511,123.9678,196.3846
578.4785,123.9596,196.4487
578.4478,123.9496,196.5143
578.4222,123.9409,196.5761
578.3988,123.9311,196.637
578.3768,123.921,196.6981
578.3578,123.9104,196.7526
578.3372,123.8974,196.8146
578.3191,123.8856,196.8712
578.3022,123.875,196.927
578.2719,123.8629,197.0051
578.2402,123.8483,197.087
578.2106,123.8311,197.1722
578.1827,123.8108,197.26
578.1585,123.7894,197.3456
578.1385,123.7706,197.432
578.1219,123.7526,197.5164
578.1053,123.7315,197.6016
578.0902,123.7106,197.683
578.0541,123.68,197.8142
