X,Y,Z
535.8329,122.3028,123.6129
535.7741,122.2967,123.6715
535.7106,122.2904,123.7351
535.6423,122.2841,123.8024
535.5801,122.2795,123.8624
535.5236,122.2775,123.916
535.4719,122.2746,123.9654
535.4182,122.2702,124.0178
535.3707,122.2673,124.0633
535.321,122.2644,124.1105
535.2609,122.2618,124.1675
535.2063,122.2585,124.2196
535.1575,122.2565,124.2653
535.1065,122.2552,124.3124
535.0613,122.2519,124.3543
535.0151,122.2491,124.3976
534.9602,122.2449,124.4504
534.9106,122.2428,124.497
534.8593,122.2432,124.5436
534.8128,122.2429,124.5853
534.7675,122.2441,124.6266
534.7095,122.2433,124.6813
534.6624,122.2391,124.726
534.6099,122.2376,124.7741
534.5652,122.2369,124.8145
534.5196,122.2373,124.8557
534.4641,122.2358,124.907
534.4125,122.2317,124.9556
534.3615,122.2298,125.0025
534.317,122.2291,125.0427
534.2712,122.2303,125.0839
534.2229,122.2323,125.128
534.1738,122.2317,125.1737
534.1245,122.231,125.2189
534.0796,122.2312,125.2588
534.034,122.2313,125.2999
533.9789,122.2323,125.351
533.9171,122.2322,125.4084
533.8618,122.2318,125.4585
533.8041,122.2309,125.5109
533.7505,122.2311,125.5597
533.7026,122.2324,125.6033
533.6572,122.2322,125.6442
533.613,122.2323,125.6838
533.5699,122.2326,125.7238
533.5164,122.2352,125.7739
533.4688,122.2383,125.8184
533.423,122.2393,125.8611
533.3806,122.2408,125.9004
533.3395,122.2429,125.9381
533.2971,122.2426,125.9777
533.2463,122.243,126.0252
533.2003,122.242,126.0687
533.1539,122.242,126.1125
533.1121,122.2429,126.1516
533.0629,122.2462,126.1976
533.0135,122.2503,126.2438
532.9654,122.2541,126.2892
532.9222,122.2564,126.3306
532.8807,122.2583,126.3704
532.8434,122.2594,126.4066
532.8,122.2616,126.4487
532.7526,122.2648,126.495
532.7105,122.2676,126.5361
532.6667,122.2708,126.5789
532.623,122.2738,126.622
532.5795,122.2753,126.666
532.5332,122.277,126.7131
532.4888,122.2786,126.7582
532.4495,122.2805,126.7979
532.4108,122.2834,126.8368
532.3623,122.2869,126.8856
532.3098,122.2907,126.9391
532.257,122.295,126.993
532.208,122.298,127.0437
532.1638,122.3008,127.0901
532.1208,122.3032,127.1356
532.0814,122.3069,127.1785
532.0426,122.3105,127.2207
532.0085,122.3137,127.2572
531.9711,122.3159,127.2979
531.926,122.3173,127.3475
531.8856,122.3217,127.3921
531.8457,122.3263,127.4367
531.8119,122.3293,127.4751
531.7704,122.3334,127.5223
531.728,122.338,127.5711
531.6887,122.3416,127.6165
531.649,122.3465,127.6625
531.6097,122.351,127.7087
531.5645,122.3561,127.762
531.5253,122.3622,127.8084
531.4848,122.3678,127.8572
531.4509,122.3708,127.8987
531.4105,122.3721,127.9484
531.3666,122.3752,128.002
531.3269,122.3798,128.0513
531.2888,122.3852,128.0984
531.2552,122.3901,128.1405
531.2117,122.3964,128.1958
531.1628,122.4029,128.2584
531.1158,122.4079,128.3196
531.0726,122.4112,128.3767
531.0295,122.4169,128.4339
530.9924,122.4225,128.4833
530.9537,122.4284,128.535
530.9172,122.4317,128.5845
530.8712,122.4365,128.647
530.8302,122.4418,128.7042
530.7918,122.4467,128.7589
530.7563,122.4514,128.8097
530.7206,122.4561,128.8608
530.6771,122.4623,128.9239
530.6391,122.4682,128.9792
530.6033,122.4741,129.0323
530.5567,122.4805,129.1027
530.5036,122.4837,129.1829
530.4554,122.4866,129.2561
530.408,122.4913,129.3292
530.3635,122.4977,129.399
530.322,122.5059,129.465
530.2866,122.5127,129.5221
530.2434,122.519,129.5922
530.1892,122.5261,129.6819
530.1373,122.5333,129.7686
530.0891,122.5386,129.8503
530.0443,122.5421,129.9277
530.0071,122.5474,129.9927
529.9595,122.5534,130.0773
529.9064,122.5579,130.1742
529.8547,122.5637,130.2702
529.8094,122.5714,130.3558
529.7625,122.5799,130.4468
529.7231,122.585,130.5236
529.6741,122.5877,130.6202
529.614,122.59,130.7412
529.5616,122.5978,130.8512
529.5111,122.603,130.9585
529.4669,122.6075,131.0539
529.4111,122.6126,131.1758
529.3419,122.6177,131.3296
529.2762,122.6219,131.4791
529.2182,122.6247,131.6157
529.1662,122.6312,131.7409
529.0958,122.6344,131.9104
529.0219,122.6341,132.0934
528.9542,122.6348,132.2647
528.8898,122.6328,132.4285
528.8348,122.6384,132.5753
528.7648,122.6351,132.7592
528.6813,122.6282,132.9824
528.609,122.6195,133.1848
528.5485,122.6146,133.3678
528.4926,122.6084,133.5396
528.4275,122.599,133.7536
528.3575,122.5897,134.0021
528.293,122.5789,134.2221
528.2386,122.5667,134.4159
528.1923,122.5557,134.5972
528.1293,122.5395,134.8695
528.0629,122.5157,135.154
528.0153,122.4908,135.3978
528.0582,122.4942,135.4398
528.0984,122.4953,135.4813
528.136,122.4971,135.5237
528.1724,122.5024,135.5672
528.1989,122.5097,135.5948
528.2238,122.5175,135.6203
528.2443,122.5356,135.6544
528.2595,122.5742,135.7002
528.2741,122.6169,135.7504
528.2967,122.6617,135.8139
528.2833,122.6891,135.9108
528.2222,122.7525,136.0525
528.1448,122.8396,136.2144
528.0958,122.8644,136.343
528.0286,122.8715,136.5138
527.969,122.8706,136.675
527.9184,122.8616,136.8254
527.879,122.8512,136.953
527.8413,122.846,137.0778
527.8053,122.84,137.1981
527.7741,122.8328,137.301
527.7328,122.814,137.4494
527.6966,122.7722,137.6183
527.6959,122.7583,137.7209
527.7002,122.7673,137.79
527.6995,122.7855,137.917
527.7165,122.7924,138.0081
527.7057,122.7952,138.0793
527.6835,122.8437,138.1914
527.6302,122.9278,138.295
527.6064,123.0255,138.3781
527.5916,123.1059,138.5894
527.5691,123.1837,138.8436
527.5326,123.2269,139.0534
527.4455,123.2444,139.3174
527.3205,123.244,139.5748
527.1826,123.2266,139.7881
527.0569,123.1642,139.9638
526.9415,123.0764,140.1266
526.8322,122.9879,140.2778
526.728,122.9008,140.4198
526.628,122.8156,140.5468
526.5321,122.6772,140.6436
526.4354,122.4406,140.7507
526.3492,122.2451,140.8402
526.2554,122.1298,140.9268
526.1654,122.0683,141.0056
526.0147,122.0053,141.1377
525.9274,121.979,141.2261
525.9045,121.9723,141.2497
525.8384,121.9537,141.3159
525.7548,121.9322,141.3967
525.673,121.9066,141.4748
525.596,121.8777,141.547
525.5209,121.8475,141.6153
525.4496,121.8221,141.6781
525.3841,121.8007,141.7368
525.323,121.7788,141.7902
525.2649,121.7572,141.8389
525.212,121.7396,141.8826
525.1669,121.7257,141.9204
525.1086,121.7112,141.9732
525.0415,121.6916,142.0354
524.9772,121.6714,142.0936
524.9164,121.6549,142.1472
524.8617,121.6408,142.1946
524.8043,121.6265,142.2437
524.7529,121.6132,142.2869
524.6998,121.5968,142.3306
524.6456,121.5797,142.3748
524.6011,121.5654,142.411
524.56,121.5535,142.4439
524.5178,121.543,142.4775
524.4785,121.5338,142.5093
524.4296,121.5238,142.5539
524.3723,121.5122,142.6078
524.3203,121.5013,142.6573
524.2711,121.4878,142.7039
524.2225,121.4733,142.7497
524.1774,121.4593,142.7925
524.1375,121.447,142.8306
524.0955,121.4351,142.8709
524.0571,121.4244,142.9077
524.0232,121.4166,142.9412
523.9909,121.4087,142.973
523.9534,121.4004,143.0103
523.9119,121.3921,143.0515
523.8728,121.3855,143.09
523.8359,121.3795,143.1261
523.796,121.3732,143.1649
523.7584,121.3673,143.2011
523.7227,121.3616,143.2351
523.689,121.3572,143.2671
523.653,121.3528,143.3014
523.6105,121.3472,143.3424
523.5685,121.3415,143.3829
523.5278,121.3373,143.4216
523.4913,121.3327,143.456
523.4542,121.329,143.4909
523.4174,121.3258,143.5252
523.3832,121.3228,143.557
523.3535,121.3205,143.5844
523.3198,121.3174,143.6158
523.2776,121.3141,143.655
523.2357,121.3112,143.6939
523.1979,121.3087,143.7286
523.1625,121.3063,143.7608
523.1285,121.3041,143.7916
523.0879,121.302,143.8284
523.0607,121.3011,143.8529
523.0216,121.2999,143.8883
522.981,121.2974,143.9252
522.9408,121.2942,143.9615
522.9026,121.2906,143.9961
522.8643,121.286,144.0311
522.7971,121.2789,144.0918
522.7605,121.2753,144.1247
522.7469,121.2743,144.1368
522.7192,121.2727,144.1614
522.6807,121.271,144.1954
522.6415,121.2692,144.2298
522.6042,121.2678,144.2623
522.5668,121.2672,144.2947
522.5315,121.2651,144.325
522.4963,121.2627,144.3553
522.4569,121.262,144.3893
522.4146,121.2617,144.4256
522.3728,121.2616,144.4613
522.3344,121.2609,144.4943
522.2962,121.2597,144.527
522.2578,121.2573,144.5596
522.2223,121.255,144.5897
522.1895,121.2532,144.6174
522.1485,121.2513,144.6522
522.1088,121.2499,144.6856
522.0702,121.2485,144.7181
522.0347,121.2472,144.7478
521.995,121.2456,144.7808
521.9599,121.2441,144.8101
521.926,121.243,144.8381
521.8947,121.2422,144.8638
521.8568,121.2427,144.8949
521.8167,121.243,144.9279
521.7792,121.243,144.9586
521.7432,121.2418,144.9884
521.7095,121.2392,145.0159
521.6755,121.2366,145.0437
521.6458,121.2342,145.0681
521.617,121.2326,145.0914
521.5879,121.2311,145.1149
521.5486,121.2309,145.1465
521.5112,121.2308,145.1762
521.4755,121.2307,145.2046
521.4406,121.2306,145.2322
521.4067,121.23,145.2593
521.3738,121.2296,145.2856
521.3409,121.2283,145.3117
521.3046,121.227,145.3405
521.2629,121.2258,145.3736
521.2228,121.2254,145.4051
521.1857,121.2253,145.4341
521.1507,121.2253,145.4619
521.1187,121.2254,145.4873
521.0888,121.2257,145.5111
521.0601,121.2258,145.5339
521.0319,121.2259,145.5562
521.0018,121.2261,145.58
520.9668,121.2258,145.6077
520.931,121.2253,145.6357
520.8987,121.2252,145.6608
520.8677,121.2249,145.6852
520.836,121.2249,145.71
520.8065,121.2245,145.733
520.7778,121.2234,145.7556
520.7509,121.2224,145.7761
520.7161,121.2215,145.8032
520.6801,121.2207,145.8308
520.6456,121.2213,145.8575
520.6128,121.2215,145.8831
520.5805,121.2219,145.9083
520.5502,121.2216,145.9318
520.5184,121.221,145.9566
520.4919,121.2212,145.9769
520.4568,121.2218,146.004
520.4196,121.2233,146.0325
520.3846,121.2251,146.0594
520.3506,121.2253,146.0858
520.3174,121.2245,146.1117
520.2865,121.2235,146.1356
520.2559,121.2222,146.1591
520.2266,121.2213,146.1815
520.1923,121.221,146.2077
520.1557,121.2216,146.2357
520.1216,121.2233,146.2618
520.0881,121.2254,146.2871
520.0549,121.2279,146.3122
520.0243,121.23,146.3353
519.9939,121.2319,146.3578
519.9642,121.2326,146.38
519.9357,121.2321,146.4016
519.8982,121.2322,146.4305
519.8644,121.233,146.4566
519.8276,121.2327,146.4854
519.7931,121.2329,146.5121
519.7597,121.2336,146.5378
519.7267,121.2342,146.5632
519.6962,121.2337,146.5866
519.665,121.2326,146.6105
519.6356,121.2327,146.6328
519.5969,121.2333,146.6622
519.5601,121.234,146.6902
519.5245,121.2346,146.7173
519.4913,121.2341,146.7422
519.4582,121.2337,146.767
519.4283,121.2342,146.7899
519.3998,121.2347,146.8117
519.3708,121.2357,146.8337
519.3356,121.2373,146.8603
519.3,121.2386,146.8871
519.2658,121.2397,146.9127
519.2327,121.2399,146.9378
519.2015,121.2398,146.9616
519.1705,121.2402,146.9852
519.1429,121.2414,147.0061
519.1143,121.243,147.0277
519.082,121.2447,147.0522
519.0478,121.2465,147.0782
519.0142,121.248,147.1035
518.9818,121.2489,147.1277
518.9495,121.2499,147.1519
518.9191,121.252,147.1746
518.8891,121.2533,147.1973
518.8625,121.2548,147.2173
518.8346,121.255,147.2386
518.8005,121.255,147.2647
518.7655,121.255,147.2917
518.7321,121.2549,147.3169
518.7004,121.2553,147.3408
518.6693,121.2568,147.3642
518.6389,121.2588,147.3871
518.6097,121.2602,147.4091
518.5818,121.2601,147.4306
518.546,121.2602,147.4586
518.5125,121.2608,147.4847
518.481,121.2618,147.5089
518.4481,121.2645,147.5339
518.4172,121.2666,147.5572
518.3887,121.2684,147.5787
518.359,121.2704,147.6006
518.3297,121.2715,147.6224
518.2997,121.2717,147.6449
518.266,121.2721,147.6705
518.2297,121.2728,147.698
518.1953,121.2746,147.724
518.1654,121.2774,147.7462
518.1346,121.2795,147.7691
518.1059,121.2814,147.7905
518.0761,121.2833,147.8127
518.0472,121.2854,147.834
518.014,121.2879,147.8587
517.9794,121.2895,147.8848
517.9447,121.2917,147.9111
517.9118,121.2936,147.9361
517.8737,121.2949,147.965
517.8502,121.2963,147.9827
517.8209,121.2985,148.0046
517.7896,121.3008,148.028
517.7541,121.3032,148.0547
517.7196,121.3054,148.0807
517.6871,121.3065,148.1056
517.6586,121.3075,148.1273
517.6285,121.3085,148.1503
517.5999,121.3094,148.1721
517.5713,121.3104,148.1941
517.5435,121.3115,148.2153
517.5151,121.3125,148.2369
517.4799,121.3134,148.2641
517.4483,121.3152,148.2883
517.4177,121.3169,148.3117
517.3867,121.3192,148.3351
517.3571,121.3213,148.3575
517.3297,121.3233,148.3782
517.3016,121.3249,148.3995
517.2757,121.3259,148.4194
517.2468,121.3273,148.4415
517.212,121.3288,148.4682
517.1804,121.3301,148.4925
517.1501,121.3314,148.5158
517.1218,121.3327,148.5374
517.0927,121.3343,148.5595
517.0649,121.336,148.5805
517.0361,121.3377,148.6022
517.0075,121.3397,148.6236
516.9811,121.3419,148.6434
516.9476,121.3452,148.6688
516.9167,121.3483,148.6917
516.8871,121.3508,148.7137
516.8568,121.3533,148.7364
516.8281,121.3556,148.7578
516.8009,121.357,148.7782
516.7733,121.3573,148.7992
516.7458,121.3583,148.8199
516.7112,121.3605,148.8463
516.6804,121.3626,148.8698
516.6497,121.3647,148.8933
516.6197,121.3668,148.9162
516.5901,121.3682,148.9388
516.5594,121.3694,148.9624
516.532,121.3708,148.9836
516.5058,121.3729,149.0038
516.4795,121.3757,149.024
516.4474,121.3778,149.0489
516.416,121.38,149.0732
516.3844,121.3823,149.0976
516.3536,121.3846,149.1215
516.3254,121.3867,149.1432
516.2964,121.3893,149.1656
516.2696,121.3922,149.1862
516.2411,121.3954,149.208
516.2089,121.3996,149.2325
516.1769,121.4028,149.2569
516.1469,121.4057,149.2796
516.1166,121.4081,149.3026
516.0889,121.41,149.3239
516.0615,121.412,149.345
516.0325,121.4142,149.3673
516.0054,121.4164,149.3882
515.9709,121.4184,149.4152
515.9394,121.4202,149.4398
515.9108,121.4214,149.4623
515.881,121.4225,149.4856
515.8511,121.4236,149.5089
515.8218,121.4253,149.5315
515.7898,121.4289,149.5555
515.7701,121.432,149.5702
515.7446,121.4364,149.5894
515.7134,121.4416,149.613
515.6824,121.446,149.6367
515.6517,121.4497,149.6599
515.6205,121.4524,149.684
515.5927,121.4542,149.7054
515.5646,121.456,149.7271
515.5378,121.4577,149.7479
515.5123,121.4595,149.7676
515.4812,121.462,149.7917
515.45,121.465,149.8158
515.4185,121.4682,149.8401
515.387,121.4715,149.8646
515.3578,121.4746,149.8872
515.3307,121.4775,149.9081
515.3038,121.4807,149.9288
515.2777,121.4838,149.9489
515.2457,121.4872,149.9737
515.2128,121.4896,149.9994
515.1807,121.4918,150.0244
515.1502,121.4941,150.048
515.1199,121.4966,150.0714
515.0906,121.4991,150.0942
515.0629,121.5019,150.1159
515.0347,121.5053,150.1379
515.0002,121.5086,150.165
514.9669,121.5134,150.191
514.9362,121.5165,150.2146
514.9055,121.5195,150.2383
514.8749,121.5226,150.262
514.8453,121.5251,150.2851
514.8192,121.5279,150.3058
514.7867,121.5318,150.3317
514.7521,121.5358,150.3591
514.7188,121.5395,150.3854
514.6864,121.5429,150.411
514.6569,121.5455,150.434
514.6276,121.5485,150.4567
514.6001,121.5512,150.4781
514.5734,121.5535,150.4993
514.5402,121.5575,150.5258
514.507,121.5627,150.5523
514.4741,121.5673,150.5785
514.442,121.5716,150.6042
514.4128,121.5756,150.6276
514.3851,121.5794,150.6499
514.3587,121.5837,150.6712
514.3284,121.5891,150.6959
514.2955,121.5944,150.7228
514.2646,121.5986,150.7481
514.2347,121.6022,150.7727
514.2059,121.6048,150.7964
514.1771,121.6074,150.8202
514.151,121.6108,150.8415
514.1258,121.6145,150.8619
514.0936,121.6191,150.8883
514.0624,121.6228,150.9139
514.0297,121.626,150.9407
513.9999,121.629,150.965
513.9705,121.6324,150.9891
513.9435,121.6359,151.0111
513.9164,121.6392,151.0333
513.8895,121.6418,151.0554
513.8556,121.6456,151.0831
513.8238,121.6498,151.1092
513.7934,121.654,151.1344
513.7651,121.6593,151.1577
513.7374,121.6653,151.1802
513.7104,121.6707,151.202
513.6799,121.6754,151.2265
513.6469,121.6801,151.2527
513.6133,121.6845,151.2788
513.5812,121.6882,151.3033
513.5528,121.6922,151.3247
513.5236,121.6967,151.3466
513.4963,121.701,151.3669
513.4705,121.705,151.3863
513.4392,121.71,151.41
513.4044,121.7156,151.4362
513.37,121.7212,151.4617
513.3405,121.7264,151.4836
513.3116,121.7316,151.5055
513.2827,121.7368,151.5273
513.2518,121.7418,151.5506
513.2163,121.7468,151.5775
513.183,121.7515,151.6023
513.1498,121.7565,151.6265
513.1174,121.7616,151.6496
513.0888,121.7666,151.6704
513.0605,121.7721,151.6909
513.0344,121.7756,151.7101
513.0005,121.7796,151.7354
512.9643,121.7833,151.7624
512.9313,121.7868,151.787
512.8993,121.7905,151.8105
512.8688,121.7942,151.8323
512.8389,121.7987,151.8537
512.8103,121.8038,151.8744
512.7819,121.8089,151.895
512.7489,121.8138,151.9194
512.7157,121.8187,151.9437
512.6841,121.8226,151.9669
512.6546,121.8263,151.9887
512.6253,121.8307,152.0102
512.597,121.8357,152.0311
512.5679,121.8414,152.0526
512.5338,121.8483,152.0779
512.5002,121.8551,152.1027
512.4703,121.8608,152.125
512.4409,121.8653,152.1471
512.4156,121.8691,152.1661
512.3894,121.8731,152.1858
512.3642,121.8776,152.205
512.3353,121.8836,152.227
512.3042,121.8903,152.2511
512.2723,121.897,152.2758
512.2374,121.9031,152.3029
512.219,121.9064,152.3173
512.1921,121.9107,152.3381
512.1669,121.9147,152.3575
512.1395,121.9193,152.3788
512.1082,121.9248,152.4034
512.0778,121.9302,152.4272
512.0499,121.9358,152.4492
512.0223,121.9413,152.4713
511.9975,121.9457,152.4911
511.9714,121.9501,152.512
511.9452,121.9546,152.5331
511.9133,121.9599,152.5587
511.883,121.9657,152.5832
511.8541,121.9712,152.6067
511.828,121.9765,152.6278
511.8028,121.9818,152.6483
511.7774,121.987,152.669
511.7532,121.9921,152.6889
511.7299,121.9972,152.7081
511.7,122.003,152.733
511.6729,122.0083,152.7555
511.6423,122.0138,152.7811
511.6174,122.0181,152.802
511.591,122.023,152.8242
511.5646,122.028,152.8466
511.5429,122.0325,152.8652
511.5122,122.039,152.8914
511.4841,122.0458,152.9156
511.4559,122.0528,152.94
511.4275,122.0595,152.9648
511.4011,122.0658,152.988
511.3774,122.0714,153.0089
511.3539,122.0766,153.0298
511.3269,122.0823,153.0541
511.2983,122.088,153.0801
511.2701,122.0933,153.106
511.2408,122.0991,153.133
511.216,122.1044,153.1559
511.1929,122.1097,153.1772
511.1705,122.1149,153.1979
511.144,122.1215,153.2226
511.1163,122.1282,153.2483
511.0892,122.1345,153.2734
511.0636,122.1405,153.297
511.0379,122.1461,153.3212
511.015,122.1504,153.3431
510.9925,122.1552,153.3645
510.9673,122.1607,153.3887
510.9386,122.167,153.4164
510.9125,122.173,153.4417
510.8847,122.1796,153.4687
510.8596,122.1866,153.4932
510.8391,122.1923,153.5132
510.8174,122.1985,153.5348
510.7921,122.2051,153.5605
510.7654,122.2114,153.588
510.7368,122.218,153.6178
510.713,122.2242,153.6424
510.6893,122.2309,153.6673
510.6674,122.2366,153.6904
510.6466,122.2429,153.7128
510.6224,122.2505,153.7392
510.5902,122.2602,153.7748
510.5709,122.2659,153.7965
510.5467,122.2731,153.824
510.5246,122.2796,153.8494
510.5024,122.2864,153.8751
510.4823,122.293,153.8988
510.4579,122.3004,153.9276
510.4316,122.3076,153.9587
510.4064,122.3137,153.9888
510.382,122.3199,154.0182
510.36,122.3261,154.045
510.3387,122.3321,154.0709
510.317,122.338,154.0975
510.2903,122.3447,154.1301
510.2654,122.3517,154.1604
510.2424,122.3585,154.1887
510.2201,122.3653,154.2164
510.1984,122.3721,154.2437
510.1734,122.3797,154.2756
510.1476,122.3876,154.3086
510.1224,122.3954,154.3412
510.0979,122.403,154.3733
510.0749,122.41,154.4036
510.0534,122.4164,154.4325
510.031,122.4233,154.463
510.0045,122.4315,154.4992
509.9797,122.4403,154.5336
509.956,122.4488,154.5667
509.933,122.4573,154.5993
509.9118,122.4653,154.6297
509.891,122.4729,154.6598
509.8646,122.4816,154.6983
509.8397,122.4891,154.7344
509.8165,122.4954,154.7682
509.7925,122.502,154.8032
509.7716,122.5077,154.8342
509.7509,122.5134,154.8656
509.724,122.5224,154.9071
509.7007,122.5327,154.9434
509.6789,122.543,154.9778
509.6581,122.553,155.0109
509.6304,122.5647,155.0559
509.6119,122.5711,155.0863
509.5866,122.579,155.1283
509.563,122.5868,155.1676
509.5424,122.5942,155.2023
509.5217,122.6018,155.2373
509.4988,122.61,155.2762
509.473,122.6193,155.3204
509.4498,122.6281,155.3608
509.4283,122.6373,155.3994
509.4079,122.6456,155.4366
509.3856,122.655,155.4778
509.3604,122.6655,155.5252
509.3374,122.6737,155.5691
509.315,122.681,155.6125
509.2934,122.6881,155.6547
509.2705,122.6962,155.6997
509.2438,122.7065,155.7527
509.2195,122.7181,155.8026
509.1962,122.7278,155.8516
509.1755,122.7359,155.8956
509.1481,122.7454,155.9547
509.115,122.7587,156.0262
509.0858,122.7713,156.0903
509.0569,122.7856,156.1562
509.0329,122.7981,156.2136
509.0089,122.8094,156.2718
508.9836,122.8204,156.3345
508.9547,122.8319,156.4076
508.9277,122.8417,156.4775
508.9034,122.8524,156.5425
508.8745,122.8656,156.6215
508.8393,122.8814,156.7204
508.8078,122.8945,156.814
508.7787,122.9057,156.9055
508.7527,122.9184,156.9933
508.7216,122.9359,157.1007
508.6868,122.9492,157.2259
508.6542,122.9594,157.3518
508.6291,122.9763,157.4617
508.5968,122.9952,157.6054
508.5592,123.0103,157.7886
508.5293,123.0219,157.9606
508.5077,123.0322,158.1098
508.4782,123.0447,158.3126
508.4516,123.0562,158.5508
508.4372,123.0615,158.7661
508.4273,123.0614,158.9746
508.4153,123.0648,159.2614
508.4131,123.0652,159.5735
508.4168,123.0662,159.8291
508.4242,123.0698,160.0383
508.435,123.0658,160.3356
508.46,123.0664,160.6563
508.4838,123.064,160.9247
508.5138,123.067,161.1187
508.5819,123.0678,161.5268
508.6338,123.0726,161.7516
508.6973,123.049,161.9984
508.8306,123.0639,162.0988
508.9952,123.091,162.2762
509.1208,123.0838,162.5141
509.1994,123.0945,162.604
509.2992,123.107,162.7633
509.4112,123.1076,163.0479
509.4959,123.1043,163.2845
509.5616,123.1245,163.4576
509.6312,123.1612,163.6708
509.7139,123.1667,163.8069
509.8034,123.188,163.9631
509.8987,123.2306,164.0972
510.0056,123.2734,164.1732
510.1579,123.324,164.3153
510.2949,123.3512,164.4982
510.3774,123.3662,164.6345
510.4882,123.4014,164.7234
510.6101,123.4471,164.8913
510.7252,123.4994,165.0419
510.8358,123.5554,165.2475
510.9181,123.6039,165.4021
511.0195,123.6642,165.5896
511.1192,123.7313,165.7859
511.1958,123.7863,165.9345
511.3046,123.8576,166.0779
511.4098,123.9246,166.2053
511.5023,123.9833,166.3579
511.6038,124.0574,166.5441
511.6798,124.1164,166.6549
511.7791,124.1758,166.7921
511.8809,124.2494,166.9332
511.9901,124.3288,167.1147
512.1021,124.4023,167.3028
512.1924,124.4658,167.4444
512.3163,124.5423,167.6191
512.4467,124.6229,167.7914
512.5648,124.6906,167.9183
512.6885,124.75,168.0445
512.8425,124.8167,168.1926
512.9779,124.8651,168.3055
513.1439,124.9151,168.4422
513.3148,124.9621,168.5686
513.458,124.9942,168.6635
513.6368,125.0224,168.7776
513.8276,125.0503,168.8884
513.9973,125.0694,168.9824
514.1335,125.0791,169.0583
514.3305,125.0903,169.1707
514.5283,125.0941,169.2768
514.709,125.0909,169.3689
514.863,125.0815,169.4447
514.9971,125.0718,169.5094
515.1819,125.0519,169.5966
515.3876,125.0253,169.6893
515.577,124.9995,169.7718
515.7534,124.9677,169.8469
515.9156,124.9381,169.9152
516.0589,124.9097,169.9737
516.1932,124.8773,170.0257
516.3608,124.8351,170.0878
516.5571,124.7854,170.1592
516.7394,124.7338,170.2233
516.9119,124.683,170.2796
517.0737,124.6306,170.3296
517.2253,124.5792,170.3739
517.3704,124.5312,170.414
517.5105,124.4867,170.452
517.6352,124.4443,170.4844
517.7526,124.4024,170.5131
517.8643,124.3635,170.5391
517.9717,124.3266,170.5628
518.0704,124.2933,170.5842
518.1638,124.2601,170.6038
518.2542,124.229,170.622
518.3367,124.2014,170.6386
518.4156,124.1757,170.6544
518.487,124.1523,170.6684
518.5609,124.1265,170.6823
518.6287,124.1041,170.6945
518.6934,124.0828,170.7057
518.7709,124.0573,170.7182
518.8586,124.0294,170.7315
518.9451,124.0038,170.7443
519.0196,123.9816,170.7552
519.0944,123.958,170.7658
519.1633,123.9366,170.7752
519.2313,123.9162,170.7847
519.303,123.895,170.7941
519.3506,123.8822,170.7999
519.4119,123.8669,170.8068
519.467,123.8521,170.8128
519.5189,123.8381,170.8182
519.5668,123.8258,170.8234
519.614,123.8139,170.8285
519.6617,123.8017,170.8333
519.711,123.7892,170.8382
519.7577,123.7771,170.8425
519.8001,123.766,170.8462
519.8395,123.7566,170.8497
519.879,123.7473,170.8533
519.9164,123.7385,170.8569
519.9532,123.7299,170.8604
519.9896,123.7214,170.8639
520.0249,123.7146,170.8675
520.0581,123.7082,170.8709
520.1014,123.7008,170.8749
520.1435,123.6931,170.8787
520.1828,123.6858,170.882
520.2225,123.6783,170.8853
520.2615,123.6708,170.8884
520.2999,123.6633,170.8914
520.3378,123.6553,170.8942
520.3749,123.648,170.8969
520.4105,123.6411,170.8993
520.4438,123.6346,170.9016
520.4786,123.6279,170.9038
520.5081,123.6221,170.9057
520.5431,123.6154,170.9079
520.5732,123.6101,170.9098
520.6035,123.6045,170.9117
520.6331,123.5989,170.9135
520.6622,123.5933,170.9155
520.6923,123.5881,170.9178
520.7264,123.5829,170.9203
520.7617,123.5778,170.9228
520.7969,123.5731,170.9255
520.8329,123.5688,170.928
520.8665,123.5653,170.9303
520.8982,123.5621,170.9326
520.9313,123.5588,170.9351
520.9656,123.5554,170.9379
520.9954,123.5519,170.9405
521.0266,123.5478,170.9433
521.0548,123.5438,170.9458
521.0845,123.5388,170.9487
521.1124,123.5341,170.9513
521.1394,123.5296,170.954
521.168,123.5248,170.9567
521.1968,123.52,170.9596
521.2272,123.5154,170.9626
521.2623,123.5106,170.9662
521.299,123.5065,170.9699
521.3313,123.5033,170.9733
521.3653,123.4999,170.9769
521.3969,123.4965,170.9803
521.4289,123.493,170.9838
521.4623,123.4894,170.9876
521.4918,123.4863,170.9911
521.5215,123.4831,170.9946
521.5544,123.4799,170.9986
521.5916,123.4763,171.0032
521.6185,123.4737,171.0065
521.6436,123.4713,171.0096
521.6709,123.4691,171.013
521.7045,123.4669,171.0172
521.7383,123.4648,171.0216
521.7759,123.4625,171.0265
521.8133,123.4602,171.0315
521.848,123.4582,171.0363
521.8802,123.4563,171.0408
521.9158,123.4544,171.046
521.9487,123.453,171.051
521.9813,123.4509,171.0561
522.0135,123.4493,171.0612
522.0455,123.4478,171.0663
522.0797,123.446,171.0716
522.121,123.4437,171.078
522.1631,123.4414,171.0846
522.2031,123.4397,171.0909
522.242,123.439,171.0972
522.2809,123.4377,171.1036
522.3197,123.4362,171.1101
522.3551,123.4348,171.116
522.3921,123.4333,171.1223
522.427,123.4323,171.1283
