0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.130495168499705549e+00
6.123233995736771737e-18 1.000000000000000888e-01 0.000000000000000000e+00 1.000000000000000056e-01 0.000000000000000000e+00 3.130495168499705549e+00
1.224646799147354347e-17 2.000000000000001776e-01 0.000000000000000000e+00 2.000000000000000111e-01 0.000000000000000000e+00 3.130495168499705549e+00
1.836970198721030057e-17 3.000000000000000444e-01 0.000000000000000000e+00 3.000000000000000444e-01 0.000000000000000000e+00 3.130495168499705549e+00
2.449293598294705921e-17 3.999999999999999112e-01 0.000000000000000000e+00 4.000000000000000222e-01 0.000000000000000000e+00 3.130495168499705549e+00
3.061616997868383018e-17 5.000000000000000000e-01 0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 3.130495168499705549e+00
3.673940397442060115e-17 6.000000000000000888e-01 0.000000000000000000e+00 6.000000000000000888e-01 0.000000000000000000e+00 3.130495168499705549e+00
4.286263797015737211e-17 7.000000000000001776e-01 0.000000000000000000e+00 7.000000000000000666e-01 0.000000000000000000e+00 3.130495168499705549e+00
4.898587196589413075e-17 8.000000000000000444e-01 0.000000000000000000e+00 8.000000000000000444e-01 0.000000000000000000e+00 3.130495168499705549e+00
5.510910596163088939e-17 8.999999999999999112e-01 0.000000000000000000e+00 9.000000000000000222e-01 0.000000000000000000e+00 3.130495168499705549e+00
6.123233995736766036e-17 1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 3.130495168499705549e+00
6.735557395310443749e-17 1.100000000000000089e+00 0.000000000000000000e+00 1.100000000000000089e+00 0.000000000000000000e+00 3.130495168499705549e+00
7.347880794884120229e-17 1.200000000000000178e+00 0.000000000000000000e+00 1.200000000000000178e+00 0.000000000000000000e+00 3.130495168499705549e+00
7.960204194457796709e-17 1.300000000000000044e+00 0.000000000000000000e+00 1.300000000000000044e+00 0.000000000000000000e+00 3.130495168499705549e+00
8.572527594031473190e-17 1.400000000000000133e+00 0.000000000000000000e+00 1.400000000000000133e+00 0.000000000000000000e+00 3.130495168499705549e+00
9.184850993605148438e-17 1.500000000000000000e+00 0.000000000000000000e+00 1.500000000000000000e+00 0.000000000000000000e+00 3.130495168499705549e+00
9.797174393178826150e-17 1.600000000000000089e+00 0.000000000000000000e+00 1.600000000000000089e+00 0.000000000000000000e+00 3.130495168499705549e+00
1.040949779275250386e-16 1.700000000000000178e+00 0.000000000000000000e+00 1.700000000000000178e+00 0.000000000000000000e+00 3.130495168499705549e+00
